REF_DATE,GEO,DGUID,Age group,Gender,Income source,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1992,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,45500.0,,,,0
1992,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,41700.0,,,,0
1992,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,34700.0,,,,0
1992,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,37900.0,,,,0
1992,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,38700.0,,,,0
1992,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,39000.0,,,,0
1993,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,36000.0,B,,,0
1993,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,31800.0,B,,,0
1993,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,45500.0,B,,,0
1993,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,39500.0,B,,,0
1993,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,34900.0,B,,,0
1993,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,35900.0,B,,,0
1993,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,37600.0,B,,,0
1993,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,36900.0,B,,,0
1994,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,34400.0,C,,,0
1994,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,33300.0,B,,,0
1994,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,42600.0,B,,,0
1994,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,40000.0,B,,,0
1994,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,34500.0,B,,,0
1994,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,37900.0,B,,,0
1994,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,35000.0,B,,,0
1994,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,37500.0,B,,,0
1995,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,38900.0,C,,,0
1995,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,32200.0,B,,,0
1995,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,42600.0,C,,,0
1995,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,41000.0,B,,,0
1995,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,36000.0,B,,,0
1995,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,37800.0,B,,,0
1995,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,36700.0,B,,,0
1995,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,38200.0,B,,,0
1996,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,35300.0,C,,,0
1996,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,31800.0,B,,,0
1996,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,38000.0,B,,,0
1996,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,39800.0,A,,,0
1996,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,35500.0,A,,,0
1996,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,36600.0,B,,,0
1996,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,36200.0,B,,,0
1996,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,36200.0,B,,,0
1997,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,35700.0,C,,,0
1997,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,32300.0,A,,,0
1997,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,38900.0,B,,,0
1997,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,38400.0,A,,,0
1997,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,34500.0,A,,,0
1997,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,38400.0,B,,,0
1997,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,37900.0,B,,,0
1997,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,37200.0,B,,,0
1998,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,36400.0,C,,,0
1998,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,32200.0,B,,,0
1998,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,41700.0,C,,,0
1998,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,39300.0,B,,,0
1998,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,36500.0,B,,,0
1998,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,40500.0,C,,,0
1998,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,37700.0,C,,,0
1998,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,37700.0,C,,,0
1999,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,37000.0,C,,,0
1999,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,34600.0,B,,,0
1999,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,42700.0,C,,,0
1999,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,41800.0,B,,,0
1999,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,37900.0,A,,,0
1999,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,40300.0,C,,,0
1999,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,37900.0,B,,,0
1999,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,36200.0,B,,,0
2000,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,37100.0,C,,,0
2000,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,35700.0,B,,,0
2000,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,43900.0,B,,,0
2000,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,43000.0,B,,,0
2000,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,37500.0,B,,,0
2000,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,42400.0,B,,,0
2000,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,39500.0,B,,,0
2000,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,36100.0,C,,,0
2001,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,35900.0,C,,,0
2001,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,36600.0,A,,,0
2001,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,45700.0,B,,,0
2001,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,43600.0,B,,,0
2001,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,39100.0,A,,,0
2001,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,45000.0,B,,,0
2001,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,41100.0,C,,,0
2001,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,36400.0,B,,,0
2002,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,37800.0,B,,,0
2002,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,38400.0,B,,,0
2002,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,47100.0,C,,,0
2002,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,41500.0,B,,,0
2002,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,38400.0,B,,,0
2002,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,44100.0,B,,,0
2002,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,40100.0,C,,,0
2002,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,35100.0,B,,,0
2003,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,39200.0,C,,,0
2003,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,38300.0,B,,,0
2003,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,47100.0,C,,,0
2003,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,40100.0,B,,,0
2003,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,38700.0,B,,,0
2003,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,41300.0,C,,,0
2003,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,42100.0,B,,,0
2003,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,35100.0,B,,,0
2004,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,40600.0,C,,,0
2004,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,39200.0,A,,,0
2004,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,46500.0,C,,,0
2004,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,39200.0,B,,,0
2004,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,39000.0,B,,,0
2004,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,46100.0,B,,,0
2004,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,43000.0,B,,,0
2004,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,34500.0,B,,,0
2005,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,39000.0,B,,,0
2005,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,38200.0,B,,,0
2005,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,47500.0,C,,,0
2005,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,38600.0,B,,,0
2005,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,38500.0,B,,,0
2005,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,45800.0,B,,,0
2005,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,45000.0,B,,,0
2005,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,36200.0,B,,,0
2006,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,42500.0,B,,,0
2006,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,36900.0,B,,,0
2006,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,48200.0,C,,,0
2006,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,37300.0,B,,,0
2006,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,39000.0,B,,,0
2006,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,46400.0,B,,,0
2006,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,46300.0,B,,,0
2006,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,36900.0,B,,,0
2007,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,43200.0,B,,,0
2007,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,37600.0,B,,,0
2007,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,52600.0,B,,,0
2007,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,37600.0,B,,,0
2007,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,39400.0,B,,,0
2007,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,48900.0,C,,,0
2007,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,50500.0,B,,,0
2007,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,38300.0,B,,,0
2008,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,45300.0,C,,,0
2008,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,37700.0,B,,,0
2008,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,51000.0,D,,,0
2008,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,38300.0,B,,,0
2008,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,41600.0,B,,,0
