REF_DATE,GEO,DGUID,Age group,Gender,Income source,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2008,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,50100.0,C,,,0
2008,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,48500.0,C,,,0
2008,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,37100.0,B,,,0
2009,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,47300.0,B,,,0
2009,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,38400.0,B,,,0
2009,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,52200.0,D,,,0
2009,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,38000.0,B,,,0
2009,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,42500.0,B,,,0
2009,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,49900.0,B,,,0
2009,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,50300.0,C,,,0
2009,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,37600.0,B,,,0
2010,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,47400.0,C,,,0
2010,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,37900.0,B,,,0
2010,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,53100.0,C,,,0
2010,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,37300.0,B,,,0
2010,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,41000.0,B,,,0
2010,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,49200.0,C,,,0
2010,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,49400.0,C,,,0
2010,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,35800.0,C,,,0
2011,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,46000.0,C,,,0
2011,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,37600.0,B,,,0
2011,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,54700.0,C,,,0
2011,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,36100.0,C,,,0
2011,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,42100.0,A,,,0
2011,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,51600.0,B,,,0
2011,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,49700.0,C,,,0
2011,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,38400.0,B,,,0
2012,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,44100.0,C,,,0
2012,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,38700.0,B,,,0
2012,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,50500.0,C,,,0
2012,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,38800.0,B,,,0
2012,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,40900.0,B,,,0
2012,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,52700.0,B,,,0
2012,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,52100.0,C,,,0
2012,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,39000.0,B,,,0
2013,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,50300.0,C,,,0
2013,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,40200.0,B,,,0
2013,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,51700.0,B,,,0
2013,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,38300.0,B,,,0
2013,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,42900.0,A,,,0
2013,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,54000.0,C,,,0
2013,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,53100.0,C,,,0
2013,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,39000.0,B,,,0
2014,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,45300.0,C,,,0
2014,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,41600.0,B,,,0
2014,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,48100.0,C,,,0
2014,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,39400.0,C,,,0
2014,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,43300.0,B,,,0
2014,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,57800.0,B,,,0
2014,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,52400.0,C,,,0
2014,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,40200.0,B,,,0
2015,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,47300.0,B,,,0
2015,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,38900.0,B,,,0
2015,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,49000.0,C,,,0
2015,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,37900.0,B,,,0
2015,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,43400.0,B,,,0
2015,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,49800.0,C,,,0
2015,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,55200.0,B,,,0
2015,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,40000.0,C,,,0
2016,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,47500.0,B,,,0
2016,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,39900.0,B,,,0
2016,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,52200.0,C,,,0
2016,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,39000.0,B,,,0
2016,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,42700.0,A,,,0
2016,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,49700.0,C,,,0
2016,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,50500.0,C,,,0
2016,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,41700.0,B,,,0
2017,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,49500.0,B,,,0
2017,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,41300.0,B,,,0
2017,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,52000.0,B,,,0
2017,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,41600.0,B,,,0
2017,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,43700.0,A,,,0
2017,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,52400.0,B,,,0
2017,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,51500.0,B,,,0
2017,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,42500.0,B,,,0
2018,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,48800.0,B,,,0
2018,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,42000.0,A,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,54600.0,B,,,0
2018,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,41400.0,B,,,0
2018,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,43200.0,A,,,0
2018,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,50600.0,B,,,0
2018,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,51700.0,B,,,0
2018,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,43300.0,B,,,0
2019,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,50900.0,B,,,0
2019,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,43800.0,B,,,0
2019,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,54800.0,B,,,0
2019,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,41200.0,B,,,0
2019,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,44000.0,A,,,0
2019,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,52900.0,C,,,0
2019,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,48500.0,B,,,0
2019,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,44000.0,B,,,0
2020,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,53600.0,B,,,0
2020,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,45800.0,A,,,0
2020,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,55400.0,B,,,0
2020,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,42800.0,A,,,0
2020,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,46200.0,A,,,0
2020,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,50700.0,B,,,0
2020,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,52000.0,B,,,0
2020,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,47000.0,A,,,0
2021,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,51900.0,B,,,0
2021,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,48200.0,A,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,56500.0,B,,,0
2021,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,44400.0,B,,,0
2021,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,46000.0,A,,,0
2021,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,46600.0,B,,,0
2021,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,52200.0,B,,,0
2021,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,45500.0,B,,,0
2022,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,53900.0,A,,,0
2022,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,46700.0,A,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,52300.0,A,,,0
2022,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,44100.0,A,,,0
2022,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,44500.0,A,,,0
2022,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,51900.0,B,,,0
2022,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,49000.0,B,,,0
2022,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,46500.0,A,,,0
2023,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,51100.0,A,,,0
2023,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,46500.0,A,,,0
2023,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,55400.0,A,,,0
2023,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,44500.0,A,,,0
2023,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,45700.0,A,,,0
2023,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,47900.0,B,,,0
2023,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,50800.0,A,,,0
2023,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,46900.0,A,,,0
2024,"Québec, Quebec",2021S0503421,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107684258,14.1.1.1.5,52100.0,A,,,0
2024,"Montréal, Quebec",2021S0503462,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107686058,15.1.1.1.5,46700.0,A,,,0
2024,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107687858,16.1.1.1.5,55500.0,A,,,0
2024,"Toronto, Ontario",2021S0503535,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107689658,17.1.1.1.5,44400.0,A,,,0
2024,"Winnipeg, Manitoba",2021S0503602,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107691458,18.1.1.1.5,43700.0,A,,,0
2024,"Calgary, Alberta",2021S0503825,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107693258,19.1.1.1.5,48500.0,B,,,0
2024,"Edmonton, Alberta",2021S0503835,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107695058,20.1.1.1.5,47300.0,B,,,0
2024,"Vancouver, British Columbia",2021S0503933,15 years and over,Total - Gender,Total income,Median income (excluding zeros),2024 constant dollars,455,units,0,v107696858,21.1.1.1.5,46800.0,A,,,0
